to.name,to.address_line1,to.address_line2,to.address_city,to.address_state,to.address_zip,front_image,back_image,qr_target,metadata_slug,metadata_qr_code,metadata_trade,metadata_mailable
Blue Sky Pest Control,1936 W Rawhide Ave,,Chandler,AZ,85233,https://demo.buildlocal.agency/m/flyers/blue-sky-pest-control-front.png,https://demo.buildlocal.agency/m/flyers/blue-sky-pest-control-back.png,https://demo.buildlocal.agency/q/pc0036,blue-sky-pest-control,pc0036,pest,yes
Spark Pest Control - Gilbert Office,700 N Neely St Suite 21,,Gilbert,AZ,85233,https://demo.buildlocal.agency/m/flyers/spark-pest-control-gilbert-office-front.png,https://demo.buildlocal.agency/m/flyers/spark-pest-control-gilbert-office-back.png,https://demo.buildlocal.agency/q/pc0037,spark-pest-control-gilbert-office,pc0037,pest,yes
Scorpion King Exterminating,1530 E Williams Field Rd #201,,Gilbert,AZ,85295,https://demo.buildlocal.agency/m/flyers/scorpion-king-exterminating-front.png,https://demo.buildlocal.agency/m/flyers/scorpion-king-exterminating-back.png,https://demo.buildlocal.agency/q/pc0038,scorpion-king-exterminating,pc0038,pest,yes
Firehouse Pest Control Services,1090 S Gilbert Rd,,Gilbert,AZ,85296,https://demo.buildlocal.agency/m/flyers/firehouse-pest-control-services-front.png,https://demo.buildlocal.agency/m/flyers/firehouse-pest-control-services-back.png,https://demo.buildlocal.agency/q/pc0039,firehouse-pest-control-services,pc0039,pest,yes
Magic Pest Control,700 N Golden Key St,,Gilbert,AZ,85233,https://demo.buildlocal.agency/m/flyers/magic-pest-control-front.png,https://demo.buildlocal.agency/m/flyers/magic-pest-control-back.png,https://demo.buildlocal.agency/q/pc0040,magic-pest-control,pc0040,pest,yes
AJ'S LANDSCAPING AND DEMO LLC,522 W Gary Way,,Phoenix,AZ,85041,https://demo.buildlocal.agency/m/flyers/aj-s-landscaping-and-demo-llc-front.png,https://demo.buildlocal.agency/m/flyers/aj-s-landscaping-and-demo-llc-back.png,https://demo.buildlocal.agency/q/az0041,aj-s-landscaping-and-demo-llc,az0041,landscaping,yes
Diaz Tree and Landscape Management,3602 W Medlock Dr,,Phoenix,AZ,85019,https://demo.buildlocal.agency/m/flyers/diaz-tree-and-landscape-management-front.png,https://demo.buildlocal.agency/m/flyers/diaz-tree-and-landscape-management-back.png,https://demo.buildlocal.agency/q/az0042,diaz-tree-and-landscape-management,az0042,landscaping,yes
RX Outdoor Living,520 W Union Hills Dr,,Phoenix,AZ,85027,https://demo.buildlocal.agency/m/flyers/rx-outdoor-living-front.png,https://demo.buildlocal.agency/m/flyers/rx-outdoor-living-back.png,https://demo.buildlocal.agency/q/az0043,rx-outdoor-living,az0043,landscaping,yes
Redwood Landscaping Services,4215 S Antonio,,Mesa,AZ,85212,https://demo.buildlocal.agency/m/flyers/redwood-landscaping-services-front.png,https://demo.buildlocal.agency/m/flyers/redwood-landscaping-services-back.png,https://demo.buildlocal.agency/q/az0046,redwood-landscaping-services,az0046,landscaping,yes
AC Macias Landscaping LLC,3915 Aspen Ave,,Mesa,AZ,85206,https://demo.buildlocal.agency/m/flyers/ac-macias-landscaping-llc-front.png,https://demo.buildlocal.agency/m/flyers/ac-macias-landscaping-llc-back.png,https://demo.buildlocal.agency/q/az0048,ac-macias-landscaping-llc,az0048,landscaping,yes
The Desert Root,826 N 111th Pl,,Mesa,AZ,85207,https://demo.buildlocal.agency/m/flyers/the-desert-root-front.png,https://demo.buildlocal.agency/m/flyers/the-desert-root-back.png,https://demo.buildlocal.agency/q/az0049,the-desert-root,az0049,landscaping,yes
Coastal Landscaping Solutions,153 S Mesa Dr Apt 2,,Mesa,AZ,85210,https://demo.buildlocal.agency/m/flyers/coastal-landscaping-solutions-front.png,https://demo.buildlocal.agency/m/flyers/coastal-landscaping-solutions-back.png,https://demo.buildlocal.agency/q/az0050,coastal-landscaping-solutions,az0050,landscaping,yes
Julio Tree Care & Landscaping,550 E 8th Ave,,Mesa,AZ,85204,https://demo.buildlocal.agency/m/flyers/julio-tree-care-and-landscaping-front.png,https://demo.buildlocal.agency/m/flyers/julio-tree-care-and-landscaping-back.png,https://demo.buildlocal.agency/q/az0051,julio-tree-care-and-landscaping,az0051,landscaping,yes
J & J Landscaping Material,5000 E McKellips Rd,,Mesa,AZ,85215,https://demo.buildlocal.agency/m/flyers/j-and-j-landscaping-material-front.png,https://demo.buildlocal.agency/m/flyers/j-and-j-landscaping-material-back.png,https://demo.buildlocal.agency/q/az0052,j-and-j-landscaping-material,az0052,landscaping,yes
EZ Landscape & Maintenance Inc. - Mesa Landscaping Service,841 S Winthrop Cir,,Mesa,AZ,85204,https://demo.buildlocal.agency/m/flyers/ez-landscape-and-maintenance-inc-mesa-landscaping-service-front.png,https://demo.buildlocal.agency/m/flyers/ez-landscape-and-maintenance-inc-mesa-landscaping-service-back.png,https://demo.buildlocal.agency/q/az0053,ez-landscape-and-maintenance-inc-mesa-landscaping-service,az0053,landscaping,yes
Better Life Landscape and Design,1045 E McKellips Rd Suite 6,,Mesa,AZ,85203,https://demo.buildlocal.agency/m/flyers/better-life-landscape-and-design-front.png,https://demo.buildlocal.agency/m/flyers/better-life-landscape-and-design-back.png,https://demo.buildlocal.agency/q/az0054,better-life-landscape-and-design,az0054,landscaping,yes
Green Forever Arizona,1507 S Country Club Dr,,Mesa,AZ,85210,https://demo.buildlocal.agency/m/flyers/green-forever-arizona-front.png,https://demo.buildlocal.agency/m/flyers/green-forever-arizona-back.png,https://demo.buildlocal.agency/q/az0055,green-forever-arizona,az0055,landscaping,yes
All Storm Roofing and Construction,2162 E Williams Field Rd Suite #111,,Gilbert,AZ,85295,https://demo.buildlocal.agency/m/flyers/all-storm-roofing-and-construction-front.png,https://demo.buildlocal.agency/m/flyers/all-storm-roofing-and-construction-back.png,https://demo.buildlocal.agency/q/ro0041,all-storm-roofing-and-construction,ro0041,roofing,yes
First Response Roofing,1371 E Indigo St,,Gilbert,AZ,85298,https://demo.buildlocal.agency/m/flyers/first-response-roofing-front.png,https://demo.buildlocal.agency/m/flyers/first-response-roofing-back.png,https://demo.buildlocal.agency/q/ro0042,first-response-roofing,ro0042,roofing,yes
Aloha Desert Pool Service of Gilbert,1525 S Higley Rd Suite 104,,Gilbert,AZ,85296,https://demo.buildlocal.agency/m/flyers/aloha-desert-pool-service-of-gilbert-front.png,https://demo.buildlocal.agency/m/flyers/aloha-desert-pool-service-of-gilbert-back.png,https://demo.buildlocal.agency/q/pl0042,aloha-desert-pool-service-of-gilbert,pl0042,pool,yes
"Arizona Quality Pool Service and Repair, LLC",335 W Cullumber Ave,,Gilbert,AZ,85233,https://demo.buildlocal.agency/m/flyers/arizona-quality-pool-service-and-repair-llc-front.png,https://demo.buildlocal.agency/m/flyers/arizona-quality-pool-service-and-repair-llc-back.png,https://demo.buildlocal.agency/q/pl0044,arizona-quality-pool-service-and-repair-llc,pl0044,pool,yes
pH Balanced Pool Service,330 S Gibson St,,Gilbert,AZ,85296,https://demo.buildlocal.agency/m/flyers/ph-balanced-pool-service-front.png,https://demo.buildlocal.agency/m/flyers/ph-balanced-pool-service-back.png,https://demo.buildlocal.agency/q/pl0045,ph-balanced-pool-service,pl0045,pool,yes
RNR Service Solutions,3303 S Lindsay Rd STE 103,,Gilbert,AZ,85297,https://demo.buildlocal.agency/m/flyers/rnr-service-solutions-front.png,https://demo.buildlocal.agency/m/flyers/rnr-service-solutions-back.png,https://demo.buildlocal.agency/q/pl0046,rnr-service-solutions,pl0046,pool,yes
Scottsdale Pool Service and Repair,24616 N 72nd Pl,,Scottsdale,AZ,85255,https://demo.buildlocal.agency/m/flyers/scottsdale-pool-service-and-repair-front.png,https://demo.buildlocal.agency/m/flyers/scottsdale-pool-service-and-repair-back.png,https://demo.buildlocal.agency/q/pl0047,scottsdale-pool-service-and-repair,pl0047,pool,yes
Priority Pool Service,6931 E Thomas Rd,,Scottsdale,AZ,85251,https://demo.buildlocal.agency/m/flyers/priority-pool-service-front.png,https://demo.buildlocal.agency/m/flyers/priority-pool-service-back.png,https://demo.buildlocal.agency/q/pl0048,priority-pool-service,pl0048,pool,yes
Pool Pilots Pool Service and Repair,3260 Hayden Rd #210,,Scottsdale,AZ,85251,https://demo.buildlocal.agency/m/flyers/pool-pilots-pool-service-and-repair-front.png,https://demo.buildlocal.agency/m/flyers/pool-pilots-pool-service-and-repair-back.png,https://demo.buildlocal.agency/q/pl0049,pool-pilots-pool-service-and-repair,pl0049,pool,yes
Paradise Pool,7505 E McCormick Pkwy,,Scottsdale,AZ,85258,https://demo.buildlocal.agency/m/flyers/paradise-pool-front.png,https://demo.buildlocal.agency/m/flyers/paradise-pool-back.png,https://demo.buildlocal.agency/q/pl0050,paradise-pool,pl0050,pool,yes
Orkin,75 W Baseline Rd Ste 32,,Gilbert,AZ,85233,https://demo.buildlocal.agency/m/flyers/orkin-front.png,https://demo.buildlocal.agency/m/flyers/orkin-back.png,https://demo.buildlocal.agency/q/pc0041,orkin,pc0041,pest,yes
CAPE Pest Control,725 W Elliot Rd Ste 102,,Gilbert,AZ,85233,https://demo.buildlocal.agency/m/flyers/cape-pest-control-gilbert-front.png,https://demo.buildlocal.agency/m/flyers/cape-pest-control-gilbert-back.png,https://demo.buildlocal.agency/q/pc0042,cape-pest-control-gilbert,pc0042,pest,yes
Terminix,1240 W San Pedro St,,Gilbert,AZ,85233,https://demo.buildlocal.agency/m/flyers/terminix-front.png,https://demo.buildlocal.agency/m/flyers/terminix-back.png,https://demo.buildlocal.agency/q/pc0043,terminix,pc0043,pest,yes
Pest Control Solutions,952 E Baseline Rd A119,,Gilbert,AZ,85204,https://demo.buildlocal.agency/m/flyers/pest-control-solutions-front.png,https://demo.buildlocal.agency/m/flyers/pest-control-solutions-back.png,https://demo.buildlocal.agency/q/pc0044,pest-control-solutions,pc0044,pest,yes
